"name","cleanm","cid","tid","MolecularWeight","Complexity"
"Articaine hydrochloride","Articaine","32170","D0I5HV",284.38,325
"Tridihexethyl chloride","Tridihexethyl","20299","D0OK5I",318.5,319
"Iopanoic acid","Iopanoic acid","3735","D0A5JP",570.93,277
"Ioxaglic acid","Ioxaglic acid","3742","D0X7IT",1268.9,1090
"Loracarbef","Loracarbef","5284585","D0E9WL",349.77,600
"Procarbazine hydrochloride","Procarbazine","4915","D08GYO",221.3,210
"Enilconazole","Enilconazole","37175",NA,297.2,291
"Pirlindole mesylate","Pirlindole mesylate","2829432",NA,322.4,396
"Azapropazone","Azapropazone","26098","D01EQG",300.36,516
"Deptropine Citrate","Deptropine Citrate","6604492",NA,525.6,654
"Isometheptene mucate","Isometheptene mucate","15605556",NA,492.6,303
"Nomegestrol Acetate","Nomegestrol Acetate","91668","D0V2JK",370.5,775
"Penbutolol Sulfate","Penbutolol Sulfate","38010",NA,680.9,375
"Pivmecillinam Hydrochloride","Pivmecillinam","115163","D08HDY",439.6,710
"Naftifine Hydrochloride","Naftifine","47641","D00HPK",287.4,342
"Condelphine","Condelphine","441720",NA,449.6,807
"Quinic acid","Quinic acid","6508",NA,192.17,203
"Viomycin sulfate","Viomycin","135398671",NA,685.7,1280
"Methacycline hydrochloride","Methacycline","54675785","D0H1AR",442.4,998
"Reserpinic acid hydrochloride","Reserpinic acid","17751039",NA,436.9,632
"Cyclopenthiazide","Cyclopenthiazide","2904",NA,379.9,637
"Meptazinol hydrochloride","Meptazinol","41049","D0S5YC",233.35,243
"Nifurtimox","Nifurtimox","6842999","D0FC1J",287.29,467
"Prednicarbate","Prednicarbate","6714002","D09IEE",488.6,982
"Levopropoxyphene napsylate","Levopropoxyphene napsylate","16051927",NA,565.7,688
"Meprylcaine hydrochloride","Meprylcaine","4065",NA,235.32,232
"Leucomisine","Leucomisine","167683",NA,246.3,498
"Sulfadoxine","Sulfadoxine","17134","D07PAO",310.33,420
"Natamycin","Natamycin","5284447","D02FEM",665.7,1220
"Saquinavir Mesylate","Saquinavir Mesylate","60934",NA,766.9,1230
"Gibberellic acid","Gibberellic acid","6466",NA,346.4,772
"Beta-sistosterol","Beta-sistosterol","222284","D0Y7LD",414.7,634
"Apramycin","Apramycin","3081545","D0B0FU",539.6,760
"Ethamsylate","Ethamsylate","17506","D0YF3X",263.31,252
"Letrozole","Letrozole","3902","D0C1WH",285.3,420
"Sertaconazole nitrate","Sertaconazole nitrate","200103",NA,500.8,513
"Piperidolate hydrochloride","Piperidolate","4839",NA,323.4,367
"Cyclopentolate hydrochloride","Cyclopentolate","2905","D0B1EV",291.4,331
"Verteporfin","Verteporfin","11980904","D0I3XG",1437.6,2990
"Ronidazole","Ronidazole","5094",NA,200.15,241
"Proscillaridin A","Proscillaridin A","5284613",NA,530.6,1070
"Cefalonium","Cefalonium","21743",NA,458.5,806
"Epitiostanol","Epitiostanol","443935",NA,306.5,465
"Arbutin","Arbutin","440936",NA,272.25,279
"Alcuronium Chloride","Alcuronium Chloride","21158559",NA,737.8,1510
"Repaglinide","Repaglinide","65981","D0N5YA",452.6,619
"Trifluridine","Trifluridine","6256","D05RHI",296.2,464
"Methantheline bromide","Methantheline bromide","5883",NA,420.3,426
"Estriol","Estriol","5756","D0Z1FX",288.4,411
"Meropenem","Meropenem","441130","D0O5FY",383.5,679
"Dorzolamide hydrochloride","Dorzolamide","5284549","D05UYW",324.4,534
"6-Hydroxytropinone","6-Hydroxytropinone","51346151",NA,155.19,193
"Fluticasone propionate","Fluticasone propionate","444036","D01IWJ",500.6,984
"Fursultiamine Hydrochloride","Fursultiamine","3002119",NA,398.5,481
"Etilefrine hydrochloride","Etilefrine","3306","D01MXV",181.23,141
"Tocainide hydrochloride","Tocainide","38945","D01PJR",192.26,196
"Piretanide","Piretanide","4849","D09NNS",362.4,564
"Oxprenolol hydrochloride","Oxprenolol","4631","D0X2MB",265.35,246
"Ticarcillin sodium","Ticarcillin","36921","D08USU",384.4,640
"Tropine","Tropine","8424",NA,141.21,123
"2-Chloropyrazine","2-Chloropyrazine","73277",NA,114.53,57
"Ramipril","Ramipril","5362129","D01STB",416.5,619
"Azaperone","Azaperone","15443","D0Q7FM",327.4,390
"Decamethonium bromide","Decamethonium bromide","10921",NA,418.3,164
"Harpagoside","Harpagoside","5281542",NA,494.5,811
"Zuclopenthixol hydrochloride","Zuclopenthixol","5311507","D0I8LU",401,509
"Gabexate mesilate","Gabexate mesilate","6604561",NA,417.5,493
"Alprostadil","Alprostadil","5280723","D0I4DQ",354.5,432
"Benzathine benzyl penicillin","Benzathine benzyl penicillin","25137901",NA,909.1,696
"Methyldopate hydrochloride","Methyldopate","17277",NA,239.27,271
"Piperacetazine","Piperacetazine","19675","D0AO6B",410.6,537
"Thiethylperazine Malate","Thiethylperazine Malate","11954258",NA,667.8,584
"Benzylpenicillin sodium","Benzylpenicillin","5904","D00QAR",334.4,530
"Kaempferol","Kaempferol","5280863","D0G3TK",286.24,451
"Mephenytoin","Mephenytoin","4060","D07RGW",218.25,310
"Cefepime hydrochloride","Cefepime","5479537","D0A1CB",480.6,869
"3-Acetamidocoumarin","3-Acetamidocoumarin","136620",NA,203.19,322
"Ozagrel hydrochloride","Ozagrel","5282440","D0C7AA",228.25,283
"Asiaticoside","Asiaticoside","11954171","D0P2IT",959.1,1820
"Proguanil hydrochloride","Proguanil","6178111","D0P8RS",253.73,292
"Pivampicillin","Pivampicillin","33478","D04KAQ",463.5,774
"Tribenoside","Tribenoside","196122",NA,478.6,555
"Levocabastine hydrochloride","Levocabastine","54385","D08SEI",420.5,681
"Oxyphenbutazone","Oxyphenbutazone","4641","D06ZPS",324.4,454
"Propoxycaine hydrochloride","Propoxycaine","6843","D0N6CR",294.39,295
"Mesalamine","Mesalamine","4075","D0C4YC",153.14,160
"Rifabutin","Rifabutin","135398743","D05CHI",847,2110
"Clocortolone pivalate","Clocortolone pivalate","5282493",NA,495,982
"Roxarsone","Roxarsone","5104",NA,263.04,270
"Betulin","Betulin","72326","D05KJY",442.7,786
"Lymecycline","Lymecycline","54707177","D04VEJ",602.6,1230
"Talampicillin hydrochloride","Talampicillin","71447",NA,481.5,875
"Rimexolone","Rimexolone","5311412","D0D2TN",370.5,749
"Torsemide","Torsemide","41781","D0J9XZ",348.4,518
"Pyrvinium pamoate","Pyrvinium pamoate","54680693",NA,1151.4,1120
"Quinethazone","Quinethazone","6307","D0J8ZA",289.74,436
"alpha-Santonin","alpha-Santonin","221071","D0K7LU",246.3,500
"Methiazole","Methiazole","6604471",NA,265.33,301
"Homosalate","Homosalate","8362",NA,262.34,324
"Vitamin K2","Vitamin K2","5282367","D05VOH",444.6,855
"Parbendazole","Parbendazole","26596",NA,247.29,285
"Cyclacillin","Cyclacillin","19003","D00HWO",341.4,559
"Mesoridazine","Mesoridazine","4078","D04AAN",386.6,502
"Dihydroergocristine","Dihydroergocristine","107715","D09NNH",611.7,1210
"Dipropyl-6,7-Adtn","Dipropyl-6,7-Adtn","125246",NA,263.37,266
"N-METHYLQUIPAZINE","N-METHYLQUIPAZINE","5013","D0G2BS",227.3,248
"B-Ht920","B-Ht920","5374","D0Y7XC",209.31,210
"(R)-alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONICACID","alpha-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLEPROPIONICACID","158397","D0T5SU",186.17,284
"6-Nitroquipazine","6-Nitroquipazine","5012","D0S6PJ",258.28,327
"S(-)-RACLOPRIDE","RACLOPRIDE","3033769","D07MEH",347.2,386
"8-Hydroxy-Pipat","8-Hydroxy-Pipat","6142670",NA,371.26,295
"Ly235959","Ly235959","3653450",NA,277.25,368
"PIZOTIFEN","PIZOTIFEN","27400","D06XZR",295.4,406
"3-(4-ALLYLPIPERAZIN-1-YL)-2-QUINOXALINECARBONITRILE","3-(4-ALLYLPIPERAZIN-1-YL)-2-QUINOXALINECARBONITRILE","3073499",NA,279.34,406
"3-FLUOROBENZYLSPIPERONE","3-FLUOROBENZYLSPIPERONE","3248000",NA,503.6,773
"1-Benzo[B]Thien-2-Yl-N-Cyclopropylmethylcyclohexanamine","1-Benzo[B]Thien-2-Yl-N-Cyclopropylmethylcyclohexanamine",NA,NA,NA,NA
"SYM2081","SYM2081","21117106","D0S8AN",159.14,157
"ANPIRTOLINE","ANPIRTOLINE","65854","D02ZPM",228.74,174
"3-Alpha-Bis-(4-Fluorophenyl)Methoxytropane","3-Alpha-Bis-(4-Fluorophenyl)Methoxytropane","45260711",NA,379.9,396
"Y-25130","Y-25130","2264","D00SVU",349.8,523
"3-alpha-[(4-CHLOROPHENYL)PHENYLMETHOXY]TROPANE","3-alpha-[(4-CHLOROPHENYL)PHENYLMETHOXY]TROPANE","21127271",NA,378.3,389
"DIBENZEPINE","DIBENZEPINE","9419","D0P8AY",295.4,398
"(+)-UH232","UH232","5311190",NA,273.4,309
"HOMOQUINOLINIC ACID","HOMOQUINOLINIC ACID","3080554","D0B5ZA",181.15,216
"5-CHLOROINDOLE-2-CARBOXYLICACID","5-CHLOROINDOLE-2-CARBOXYLICACID","82693",NA,195.6,222
"CINANSERIN","CINANSERIN","5475158","D0B3WX",340.5,391
"GBR13069","GBR13069","57358708",NA,521.5,536
"R(-)-2,11-Dihydroxy-10-Methoxyaporphine","2,11-Dihydroxy-10-Methoxyaporphine","217213",NA,317.8,387
"N-(3-AMINOPROPYL)-1,10-DECANEDIAMINE","N-(3-AMINOPROPYL)-1,10-DECANEDIAMINE","23888",NA,245.23,64
"N-Nitro-L-Argininemethylester","N-Nitro-L-Argininemethylester","13997309",NA,269.69,276
"acetamidophenol","acetamidophenol","11972",NA,151.16,147
"ibutilide fumarate","ibutilide","60753","D02MLW",384.6,443
"Nitroprusside","Nitroprusside","11963579",NA,261.92,119
"acetylcholine (chloride)","acetylcholine (chloride)","6060",NA,181.66,115
"propylpentanoate (valproate)","propylpentanoate (valproate)","3549980",NA,143.2,87
"L arginine","L arginine","5287702",NA,175.21,176
"tyrphostin","tyrphostin","91827739",NA,352.2,360
"Dexamethasone","Dexamethasone","5743","D0IT2G; D0W8ZE",392.5,805
"pentamidine","pentamidine","4735","D05EAM",340.4,376
"digitoxin","digitoxin","441207","D0M3QP",764.9,1410
"ciglitizone","ciglitizone","2750","D03GWY",333.4,440
"dihydroxyphenylalanine (L-dopa)","dihydroxyphenylalanine (L-dopa)","836",NA,197.19,209
"ERGONOVINE MALEATE","ERGONOVINE MALEATE","6437065",NA,441.5,654
"5,7-DIMETHOXYISOFLAVONE","5,7-DIMETHOXYISOFLAVONE","6710704",NA,282.29,411
"RETUSIN 7-METHYL ETHER","RETUSIN 7-METHYL ETHER","6710639",NA,298.29,438
"BEBEERINE","BEBEERINE","12300019",NA,594.7,948
"DIHYDROMUNDULETONE","DIHYDROMUNDULETONE","3492326",NA,424.5,700
"DIHYDROROTENONE","DIHYDROROTENONE","243725",NA,396.4,623
"Pinosylvin","Pinosylvin","5280457",NA,212.24,221
"4-Hydroxychalcone","4-Hydroxychalcone","5282361",NA,224.25,269
"RESVERATROL 4-METHYL ETHER","RESVERATROL 4-METHYL ETHER","6255462",NA,242.27,259
"4,7-DIMETHOXYFLAVONE","4,7-DIMETHOXYFLAVONE","466269",NA,282.29,409
"EUPHOL","EUPHOL","441678",NA,426.7,767
"MANDELIC ACID, METHYL ESTER","MANDELIC ACID, METHYL ESTER","78066",NA,166.17,150
"PINOSYLVIN METHYL ETHER","PINOSYLVIN METHYL ETHER","5281719",NA,226.27,243
"3,16-DIDEOXYMEXICANOLIDE-3beta-DIOL","3,16-DIDEOXYMEXICANOLIDE-3beta-DIOL","6708619",NA,472.6,909
"PHLORIDZIN","PHLORIDZIN","6072","D06WAL",436.4,581
"PSOROMIC ACID","PSOROMIC ACID","23725",NA,358.3,578
"Norstictic Acid","Norstictic Acid","5379540",NA,372.3,651
"MUNDOSERONE","MUNDOSERONE","3083809",NA,342.3,496
"VIOLASTYRENE","VIOLASTYRENE","5458526",NA,270.32,297
"PISCIDIC ACID","PISCIDIC ACID","120693",NA,256.21,321
"ANDROGRAPHOLIDE","ANDROGRAPHOLIDE","5318517","D04VIS",350.4,597
"OLEANDRIN","OLEANDRIN","11541511","D0A4YK",576.7,1080
"AVOCATIN A","AVOCATIN A","6710728",NA,655,623
"DEHYDRODIHYDROROTENONE","DEHYDRODIHYDROROTENONE","3950722",NA,394.4,687
"ANHYDROBRAZILIC ACID","ANHYDROBRAZILIC ACID","4303260",NA,234.2,360
"ISOROTENONE","ISOROTENONE","6453092",NA,394.4,623
"TYLOSIN TARTRATE","TYLOSIN TARTRATE","60196281",NA,1066.2,1700
"EPIGALLOCATECHIN","EPIGALLOCATECHIN","72277",NA,306.27,380
"XANTHURENIC ACID","XANTHURENIC ACID","5699",NA,205.17,336
"CHAULMOOGRIC ACID","CHAULMOOGRIC ACID","441446",NA,280.4,271
"OSAJIN","OSAJIN","95168",NA,404.5,752
"ONONETIN","ONONETIN","259632",NA,258.27,297
"Deoxysappanone B 7,3-Dimethyl Ether","Deoxysappanone B 7,3-Dimethyl Ether","6708755",NA,356.4,507
"PECTOLINARIN","PECTOLINARIN","168849",NA,622.6,1000
"6,3-DIMETHOXYFLAVONE","6,3-DIMETHOXYFLAVONE","817292",NA,167.16,266
"QUERCETIN TETRAMETHYL (5,7,3,4) ETHER","QUERCETIN TETRAMETHYL (5,7,3,4) ETHER","97142",NA,358.3,546
"EPOXY (4,5alpha)-4,5-DIHYDROSANTONIN","EPOXY (4,5alpha)-4,5-DIHYDROSANTONIN","6481646",NA,262.3,538
"FLAVOKAWAIN B","FLAVOKAWAIN B","5356121",NA,284.31,360
"beta-DIHYDROROTENONE","beta-DIHYDROROTENONE","6451997",NA,408.4,772
"IRIDIN","IRIDIN","5281777",NA,522.5,823
"LECANORIC ACID","LECANORIC ACID","99613",NA,318.28,452
"GENETICIN","GENETICIN","123865","D03LMM",496.6,681
"2,Beta-Dihydroxychalcone","2,Beta-Dihydroxychalcone","6022229",NA,240.25,316
"DEHYDROVARIABILIN","DEHYDROVARIABILIN","624785",NA,282.29,374
"THEAFLAVIN MONOGALLATES","THEAFLAVIN MONOGALLATES","169167",NA,716.6,1600
"2,2-BISEPIGALLOCATECHIN MONOGALLATE","2,2-BISEPIGALLOCATECHIN","467315",NA,762.6,1310
"DEOXYSAPPANONE B TRIMETHYL ETHER","DEOXYSAPPANONE B TRIMETHYL ETHER","4643334",NA,328.4,426
"AMBELLINE","AMBELLINE","25092366",NA,331.4,542
"GRISEOFULVIC ACID","GRISEOFULVIC ACID","71317160",NA,338.74,549
"PURPURIN","PURPURIN","6683","D0XJ7I",256.21,407
"XANTHONE","XANTHONE","7020",NA,196.2,237
"SERICETIN DIACETATE","SERICETIN DIACETATE","4574925",NA,488.5,978
"2-METHOXYFORMONETIN","2-METHOXYFORMONETIN","5781145",NA,298.29,446
"IRIGENIN, 7-BENZYL ETHER","IRIGENIN, 7-BENZYL ETHER","6063287",NA,450.4,690
"LIQUIRITIGENIN DIMETHYL ETHER","LIQUIRITIGENIN DIMETHYL ETHER","5271544","D00HVZ",284.31,362
"IRIGENIN TRIMETHYL ETHER","IRIGENIN TRIMETHYL ETHER","4303569",NA,402.4,579
"ERGOSTEROL","ERGOSTEROL","444679",NA,396.6,712
"CHRYSOPHANOL","CHRYSOPHANOL","10208",NA,254.24,405
"GINKGETIN, K salt","GINKGETIN","5271805",NA,566.5,1080
"PRISTIMEROL","PRISTIMEROL","24861846",NA,466.7,896
"EPIGALLOCATECHIN-3-MONOGALLATE","EPIGALLOCATECHIN-3-MONOGALLATE","65064","D09CKU; D0EA3E; D0U2BH",458.4,667
"DUARTIN, DIMETHYL ETHER","DUARTIN, DIMETHYL ETHER","6708574",NA,360.4,433
"ACACETIN DIACETATE","ACACETIN DIACETATE","4303567",NA,368.3,618
"IRETOL","IRETOL","4303263",NA,156.14,116
"HYMECROMONE METHYL ETHER","HYMECROMONE METHYL ETHER","390807",NA,190.19,270
"11-OXOURSOLIC ACID ACETATE","11-OXOURSOLIC ACID ACETATE","234102","D0J5RQ",512.7,1060
"CHRYSANTHEMIC ACID, ETHYL ESTER","CHRYSANTHEMIC ACID, ETHYL ESTER","7334",NA,196.29,260
"2,6-DIHYDROXY-4-METHOXYTOLUENE","2,6-DIHYDROXY-4-METHOXYTOLUENE","238769",NA,154.16,115
"BYSSOCHLAMIC ACID","BYSSOCHLAMIC ACID","164723",NA,332.3,696
"LANOSTEROL ACETATE","LANOSTEROL ACETATE","11190577",NA,468.8,873
"HAEMATOMMIC ACID","HAEMATOMMIC ACID","6710680",NA,196.16,239
"ISOKOBUSONE","ISOKOBUSONE","3860435",NA,222.32,317
"DIHYDROCARYOPHYLLEN-5-ONE","DIHYDROCARYOPHYLLEN-5-ONE","4552810",NA,220.35,313
"ADONITOL","ADONITOL","6912",NA,152.15,76
"PTERIN-6-CARBOXYLIC ACID","PTERIN-6-CARBOXYLIC ACID","135403803",NA,207.15,342
"MUCRONULATOL(())","MUCRONULATOL","442811",NA,302.32,363
"DIHYDROMUNDULONE","DIHYDROMUNDULONE","3953335",NA,438.5,719
"CEDRYL ACETATE","CEDRYL ACETATE","13918856",NA,264.4,414
"MAACKIAIN","MAACKIAIN","91510","D05ODW",284.26,416
"3,7-EPOXYCARYOPHYLLAN-6-OL","3,7-EPOXYCARYOPHYLLAN-6-OL","5176389",NA,238.37,338
"MUUROLLADIE-3-ONE","MUUROLLADIE-3-ONE","3989419",NA,218.33,360
"LARIXINIC ACID","LARIXINIC ACID","8369",NA,126.11,200
"PUNCTAPORIN B","PUNCTAPORIN B","5478120",NA,252.35,397
"IRIFLOPHENONE TRIMETHYL ETHER","IRIFLOPHENONE TRIMETHYL ETHER","11311158",NA,246.21,286
"METAMECONINE","METAMECONINE","230460",NA,194.18,228
"Dioonflavone","Dioonflavone","3336566",NA,622.6,1140
"2-HYDROXY-5 (6)EPOXY-TETRAHYDROCARYOPHYLLENE","2-HYDROXY-5 (6)EPOXY-TETRAHYDROCARYOPHYLLENE","5024745",NA,238.37,338
"BISABOLOL ACETATE","BISABOLOL ACETATE","6708663",NA,264.4,375
"VISNAGIN","VISNAGIN","6716","D0MH4R",230.22,362
"ANDROSTA-1,4-DIEN-3,17-DIONE","ANDROSTA-1,4-DIEN-3,17-DIONE","13472","D0W9PF",284.4,584
"2-METHOXYRESORCINOL","2-METHOXYRESORCINOL","121805",NA,140.14,95
"3-AMINO-beta-PINENE","3-AMINO-beta-PINENE","16667746",NA,187.71,205
"N-METHYLANTHRANILIC ACID","N-METHYLANTHRANILIC ACID","67069",NA,151.16,147
"NORSTICTIC ACID PENTAACETATE","NORSTICTIC ACID PENTAACETATE","4303262",NA,600.5,1160
"3,7-EPOXYCARYOPHYLLAN-6-ONE","3,7-EPOXYCARYOPHYLLAN-6-ONE","4330530",NA,236.35,373
"CHOLESTERYL ACETATE","CHOLESTERYL ACETATE","2723897",NA,428.7,693
"TETRAHYDROCORTISONE","TETRAHYDROCORTISONE","5866",NA,364.5,632
"DIPHENYLUREA","DIPHENYLUREA","7595","D0X7IM",212.25,196
"2-METHYLENE-5-(2,5-DIOXOTETRAHYDROFURAN-3-YL)-6-OXO--10,10-DIMETHYLBICYCLO[7: 2: 0]UNDECANE","2-METHYLENE-5-(2,5-DIOXOTETRAHYDROFURAN-3-YL)-6-OXO--10,10-DIMETHYLBICYCLO[7: 2: 0]UNDECANE","3554670",NA,304.4,545
"3-METHOXYCATECHOL","3-METHOXYCATECHOL","13622",NA,140.14,105
"ERGOSTEROL ACETATE","ERGOSTEROL ACETATE","6436903",NA,438.7,817
"Clovanediol Diacetate","Clovanediol Diacetate","4457488",NA,322.4,526
"ACONITIC ACID","ACONITIC ACID","643757",NA,174.11,251
"TETRAHYDROCORTISONE-3,21-DIACETATE","TETRAHYDROCORTISONE-3,21-DIACETATE","6710630",NA,448.5,836
"ZEORIN","ZEORIN","159931",NA,444.7,771
"EUGENYL BENZOATE","EUGENYL BENZOATE","62362",NA,268.31,320
"TUBAIC ACID","TUBAIC ACID","3919910",NA,220.22,312
"DEHYDROROTENONE","DEHYDROROTENONE","303993",NA,392.4,729
"CARYOPHYLLENYL ACETATE","CARYOPHYLLENYL ACETATE","16667747",NA,262.4,417
"DJENKOLIC ACID","DJENKOLIC ACID","68134",NA,254.3,205
"ROBUSTIC ACID METHYL ETHER","ROBUSTIC ACID METHYL ETHER","4262362",NA,394.4,688
"METHYL GAMBOGINATE","METHYL GAMBOGINATE","12113746",NA,642.8,1500
"3,4,5-TRIMETHOXYCINNAMALDEHYDE","3,4,5-TRIMETHOXYCINNAMALDEHYDE","5839209",NA,222.24,225
"SCANDENIN","SCANDENIN","54676535",NA,434.5,812
"TETRAHYDROSAPPANONE A TRIMETHYL ETHER","TETRAHYDROSAPPANONE A TRIMETHYL ETHER","6708784",NA,330.4,390
"LINALOOL ()","LINALOOL","6549","D0X5DC",154.25,154
"DEHYDRO (11,12)URSOLIC ACID LACTONE","DEHYDRO (11,12)URSOLIC ACID LACTONE","45115135",NA,454.7,922
"METHYLNORLICHEXANTHONE","METHYLNORLICHEXANTHONE","5377914",NA,272.25,385
"Kojic Acid","Kojic Acid","3840","D0F3CO",142.11,214
"ISOGEDUNIN","ISOGEDUNIN","6708584",NA,482.6,1030
"HYPOXANTHINE","HYPOXANTHINE","135398638","D03HVE",136.11,190
"2-HYDROXY-3,4-DIMETHOXYBENZOIC ACID","2-HYDROXY-3,4-DIMETHOXYBENZOIC ACID","79737",NA,198.17,205
"LATHOSTEROL","LATHOSTEROL","65728",NA,386.7,591
"HAEMATOXYLIN","HAEMATOXYLIN","442514",NA,302.28,444
"CARMINIC ACID","CARMINIC ACID","10255083",NA,492.4,864
"HYDROLYSIS PRODUCT OF BUSSEIN","HYDROLYSIS PRODUCT OF BUSSEIN","54699399",NA,648.6,1480
"CHOLEST-5-EN-3-ONE","CHOLEST-5-EN-3-ONE","9908107",NA,384.6,630
"MELEZITOSE","MELEZITOSE","92817",NA,504.4,655
"EUPATORIOCHROMENE","EUPATORIOCHROMENE","100768",NA,218.25,319
"CEPHALOTAXINE","CEPHALOTAXINE","65305",NA,315.4,523
"LEUCOPTERIN","LEUCOPTERIN","135403796",NA,195.14,421
"5alpha-ANDROSTAN-3beta,17beta-DIOL","5alpha-ANDROSTAN-3beta,17beta-DIOL","242332",NA,292.5,422
"URSOCHOLANIC ACID","URSOCHOLANIC ACID","92803",NA,360.6,542
"4-METHOXYDALBERGIONE","4-METHOXYDALBERGIONE","99926",NA,254.28,451
"ISOSAFROLE","ISOSAFROLE","637796",NA,162.18,177
"NORHARMAN","NORHARMAN","64961","D0R6FJ",168.19,193
"CHOLESTAN-3beta,5alpha,6beta-TRIOL","CHOLESTAN-3beta,5alpha,6beta-TRIOL","91498",NA,420.7,619
"EPIGALLOCATECHIN 3,5-DIGALLATE","EPIGALLOCATECHIN 3,5-DIGALLATE","467299",NA,610.5,977
"3-PRENYL-4-HYDROXYACETOPHENONE","3-PRENYL-4-HYDROXYACETOPHENONE","442916",NA,204.26,251
"DANTRON","DANTRON","2950","D0J0EL",240.21,346
"FISSINOLIDE","FISSINOLIDE","6451333",NA,512.6,1060
"DIHYDROGAMBOGIC ACID","DIHYDROGAMBOGIC ACID","6857793",NA,630.8,1440
"8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL","8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL","6708727",NA,484.5,1050
"MENTHONE","MENTHONE","26447",NA,154.25,149
"SCOPOLINE","SCOPOLINE","261184",NA,155.19,197
"ISOTECTORIGENIN TRIMETHYL ETHER","ISOTECTORIGENIN TRIMETHYL ETHER","3279840",NA,342.3,496
"TRIMEDLURE","TRIMEDLURE","546164",NA,232.74,232
"CHOLIC ACID","CHOLIC ACID","221493","D0OR2L",408.6,637
"CHOLESTANONE","CHOLESTANONE","6708753",NA,386.7,579
"BECANAMYCIN SULFATE","BECANAMYCIN","816",NA,483.5,639
"EVERNINIC ACID","EVERNINIC ACID","586575",NA,182.17,192
"beta-TOXICAROL","beta-TOXICAROL","3952178",NA,410.4,706
"4-METHYLESCULETIN","4-METHYLESCULETIN","5319502",NA,192.17,284
"HAEMATOMMIC ACID, ETHYL ESTER","HAEMATOMMIC ACID, ETHYL ESTER","3940691",NA,224.21,265
"8-HYDROXY-15,16-BISNOR-11-LABDEN-13-ONE","8-HYDROXY-15,16-BISNOR-11-LABDEN-13-ONE","6857787",NA,278.4,423
"CADIN-4-EN-10-OL","CADIN-4-EN-10-OL","519662",NA,222.37,292
"ETHYL EVERNINATE","ETHYL EVERNINATE","80201",NA,210.23,217
"PURPUROGALLIN","PURPUROGALLIN","135403797","D0R7MJ",220.18,359
"CHONDROSINE","CHONDROSINE","71586761",NA,355.29,435
"Deacetoxy-7-Oxisogedunin","Deacetoxy-7-Oxisogedunin","6708725",NA,438.5,967
"PYRITHIONE ZINC","PYRITHIONE ZINC","3729132",NA,319.7,183
"RHAMNETIN","RHAMNETIN","5281691",NA,316.26,503
"SAFROLGLYCOL","SAFROLGLYCOL","97807",NA,196.2,185
"ADENINE","ADENINE","190","D08IBS",135.13,127
"GARCINOLIC ACID","GARCINOLIC ACID","6857794",NA,646.8,1460
"RETUSOQUINONE","RETUSOQUINONE","6111564",NA,160.21,314
"BUDDLEOFLAVONOLOSIDE","BUDDLEOFLAVONOLOSIDE","6708769",NA,592.5,955
"XANTHOPTERIN","XANTHOPTERIN","135403800",NA,179.14,392
"1-METHYLXANTHINE","1-METHYLXANTHINE","80220","D0F1AS",166.14,242
"CHOLESTEROL","CHOLESTEROL","5997","D02DLW",386.7,591
"RHODINYL ACETATE","RHODINYL ACETATE","8833",NA,198.3,185
"CARYLOPHYLLENE OXIDE","CARYLOPHYLLENE OXIDE","6708694",NA,206.32,317
