"cid","tid","TARGETID","UNIPROID","TARGNAME","GENENAME","TARGTYPE","BIOCLASS"
71077,"D02UDJ","T62276","NMDZ1_HUMAN","Glutamate receptor ionotropic NMDA 1 (NMDAR1)","GRIN1","Successful target","Glutamate-gated ion channel"
71077,"D02UDJ","T50269","GLRA1_HUMAN","Strychnine-binding glycine receptor (GLRA1)","GLRA1","Successful target","Neurotransmitter receptor"
2083,"D0K5CB","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
5154,"D0T3NB","T03917","AT1A1_HUMAN; AT1A2_HUMAN; AT1A3_HUMAN; AT1B1_HUMAN; AT1B2_HUMAN; AT1B3_HUMAN","Sodium/potassium-transporting ATPase (SPT ATPase)","ATP1A1; ATP1A2; ATP1A3; ATP1B1; ATP1B2; ATP1B3","Successful target","Acid anhydrides hydrolase"
5978,"D09QVV","T68536",NA,"Tubulin beta (TUBB)",NA,NA,"Tubulin family"
5662,"D0I1QF","T89772","VACHT_HUMAN","Vesicular acetylcholine transporter (SLC18A3)","SLC18A3","Discontinued target",NA
1433,"D0AO5D","T06046","NOS3_HUMAN","Nitric-oxide synthase endothelial (NOS3)","NOS3","Clinical trial target","Paired donor oxygen oxidoreductase"
1433,"D0AO5D","T16117","NOS1_HUMAN","Nitric-oxide synthase brain (NOS1)","NOS1","Clinical trial target","Paired donor oxygen oxidoreductase"
1433,"D0AO5D","T02703","NOS2_HUMAN","Nitric-oxide synthase inducible (NOS2)","NOS2","Clinical trial target","Paired donor oxygen oxidoreductase"
5280335,"D0L0YG","T95998","PCY1B_HUMAN","Cholinephosphate cytidylyltransferase (PCYT1B)","PCYT1B","Clinical trial target","Nucleotidyltransferase"
6604889,"D0YP7L","T79062","5HT7R_HUMAN","5-HT 7 receptor (HTR7)","HTR7","Clinical trial target","GPCR rhodopsin"
5265,"D05EQG","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
5265,"D05EQG","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5265,"D05EQG","T24983","DRD4_HUMAN","Dopamine D4 receptor (D4R)","DRD4","Successful target","GPCR rhodopsin"
5265,"D05EQG","T32060","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","HTR2A","Successful target","GPCR rhodopsin"
5265,"D05EQG","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
5265,"D05EQG","T92609","ADA1A_HUMAN","Adrenergic receptor alpha-1A (ADRA1A)","ADRA1A","Successful target","GPCR rhodopsin"
5265,"D05EQG","T16691","5HT6R_HUMAN","5-HT 6 receptor (HTR6)","HTR6","Clinical trial target","GPCR rhodopsin"
5265,"D05EQG","T79062","5HT7R_HUMAN","5-HT 7 receptor (HTR7)","HTR7","Clinical trial target","GPCR rhodopsin"
128355,"D00MHP","T29649",NA,"Leukotriene receptor (LTR)",NA,"Clinical trial target",NA
5355,"D03QGM","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
15118529,"D02IIN","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
15118529,"D02IIN","T09130",NA,"Muscarinic acetylcholine receptor (CHRM)",NA,NA,NA
440053,"D04SMQ","T33584","GRIA1_HUMAN","Glutamate receptor AMPA 1 (GRIA1)","GRIA1","Successful target","Glutamate-gated ion channel"
440053,"D04SMQ","T54128",NA,"Glutamate receptor AMPA (GRIA)",NA,NA,"Chloride channel"
5684,"D07BCO","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
447196,"D01DMS","T73495","GRIK1_HUMAN","Glutamate receptor ionotropic kainate 1 (GRIK1)","GRIK1","Successful target","Glutamate-gated ion channel"
5707,"D0Y2JI","T41580","ADA2B_HUMAN","Adrenergic receptor alpha-2B (ADRA2B)","ADRA2B","Successful target","GPCR rhodopsin"
5707,"D0Y2JI","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
155774,"D01OIK","T51408","ADRB3_HUMAN","Adrenergic receptor beta-3 (ADRB3)","ADRB3","Successful target","GPCR rhodopsin"
5709,"D0Y4DY","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
5697,"D0H9BP","T92072","AA1R_HUMAN","Adenosine A1 receptor (ADORA1)","ADORA1","Successful target","GPCR rhodopsin"
5697,"D0H9BP","T86679","AA2BR_HUMAN","Adenosine A2b receptor (ADORA2B)","ADORA2B","Successful target","GPCR rhodopsin"
5697,"D0H9BP","T36059","AA3R_HUMAN","Adenosine A3 receptor (ADORA3)","ADORA3","Clinical trial target","GPCR rhodopsin"
107681,"D0N2WK","T87023","PTAFR_HUMAN","Platelet-activating factor receptor (PTAFR)","PTAFR","Successful target","GPCR rhodopsin"
1548887,"D0Z5IU","T26623","ALDR_HUMAN","Aldose reductase (AKR1B1)","AKR1B1","Successful target","Short-chain dehydrogenases reductase"
5314,"D0Q7ZQ","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
5329098,"D01PZD","T47101","FGFR1_HUMAN","Fibroblast growth factor receptor 1 (FGFR1)","FGFR1","Successful target","Kinase"
5329098,"D01PZD","T60631","RET_HUMAN","Proto-oncogene c-Ret (RET)","RET","Successful target","Kinase"
5329098,"D01PZD","T57700","KIT_HUMAN","Tyrosine-protein kinase Kit (KIT)","KIT","Successful target","Kinase"
5329098,"D01PZD","T53524","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","PDGFRA","Successful target","Kinase"
5329098,"D01PZD","T80975","VGFR2_HUMAN","Vascular endothelial growth factor receptor 2 (KDR)","KDR","Successful target","Kinase"
5329098,"D01PZD","T59102","PGFRB_HUMAN","Platelet-derived growth factor receptor beta (PDGFRB)","PDGFRB","Successful target","Kinase"
5329098,"D01PZD","T80782","VGFR1_HUMAN","VEGFR1 messenger RNA (VEGFR1 mRNA)","FLT1","Successful target","mRNA target"
5329098,"D01PZD","T16156","TPOR_HUMAN","Thrombopoietin receptor (MPL)","MPL","Successful target","Cytokine receptor"
5329098,"D01PZD","T23666","AHR_HUMAN","Aryl hydrocarbon receptor (AHR)","AHR","Successful target",NA
5459110,"D04LHJ","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
8969,"D0H4JM","T31424",NA,"Adrenergic receptor Alpha-2 (ADRA2)",NA,NA,"GPCR rhodopsin"
5712,"D00REK; D0L1TA","T57680","GCYA1_HUMAN; GCYB1_HUMAN","Soluble guanylate cyclase (GCS)","GUCY1A1; GUCY1B1","Successful target","Phosphorus-oxygen lyase"
5712,"D00REK; D0L1TA","T51748","HIF1A_HUMAN","HIF1-alpha messenger RNA (HIF1A mRNA)","HIF1A","Clinical trial target","mRNA target"
5712,"D00REK; D0L1TA","T25265","EZH2_HUMAN","Enhancer of zeste homolog 2 (EZH2)","EZH2",NA,"Methyltransferase"
5712,"D00REK; D0L1TA","T06773",NA,"Hypoxia-inducible factor 1 (HIF-1)",NA,"Patented-recorded target",NA
135399235,"D00YPW","T07663","PDE5A_HUMAN","Phosphodiesterase 5A (PDE5A)","PDE5A","Successful target","Phosphoric diester hydrolase"
135399235,"D00YPW","T02001","PDE4D_HUMAN","Phosphodiesterase 4D (PDE4D)","PDE4D","Successful target","Phosphoric diester hydrolase"
135399235,"D00YPW","T56367",NA,"Phosphodiesterase 1 (PDE1)",NA,NA,"Phosphoric diester hydrolase"
5734,"D09ZIS","T29303",NA,"Sodium channel unspecific (NaC)",NA,NA,NA
5723,"D0F0CS","T33754",NA,"Phosphodiesterase 3 (PDE3)",NA,NA,"Phosphoric diester hydrolase"
4593,"D03ZBN","T33754",NA,"Phosphodiesterase 3 (PDE3)",NA,NA,"Phosphoric diester hydrolase"
5487,"D01MDT","T31424",NA,"Adrenergic receptor Alpha-2 (ADRA2)",NA,NA,"GPCR rhodopsin"
132891,"D07ODD","T81183",NA,"Adrenergic receptor Alpha-1 (ADRA1)",NA,NA,"GPCR rhodopsin"
121877,"D05EPU","T51408","ADRB3_HUMAN","Adrenergic receptor beta-3 (ADRB3)","ADRB3","Successful target","GPCR rhodopsin"
9907616,"D0FH7B","T29500","ADA1B_HUMAN","Adrenergic receptor alpha-1B (ADRA1B)","ADRA1B","Successful target","GPCR rhodopsin"
609483,"D0V8NS","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
121850,"D08OLL","T11448","ADA2A_HUMAN","Adrenergic receptor alpha-2A (ADRA2A)","ADRA2A","Successful target","GPCR rhodopsin"
4883,"D0KD1U","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
4038180,"D07OAF","T01777","ADA2C_HUMAN","Adrenergic receptor alpha-2C (ADRA2C)","ADRA2C","Successful target","GPCR rhodopsin"
155346,"D0X8ZA","T67054",NA,"5-HT 1 receptor (5HT1R)",NA,"Patented-recorded target","GPCR rhodopsin"
2783,"D0X5NX","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
4916,"D0Z1WA","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
34040,"D0V2GH","T31424",NA,"Adrenergic receptor Alpha-2 (ADRA2)",NA,NA,"GPCR rhodopsin"
2687,"D03BZW","T51408","ADRB3_HUMAN","Adrenergic receptor beta-3 (ADRB3)","ADRB3","Successful target","GPCR rhodopsin"
2687,"D03BZW","T52522","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","ADRB2","Successful target","GPCR rhodopsin"
2687,"D03BZW","T44068","ADRB1_HUMAN","Adrenergic receptor beta-1 (ADRB1)","ADRB1","Successful target","GPCR rhodopsin"
54477,"D01PIL","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
68186,"D0V5SQ","T32060","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","HTR2A","Successful target","GPCR rhodopsin"
68186,"D0V5SQ","T83813","5HT2C_HUMAN","5-HT 2C receptor (HTR2C)","HTR2C","Successful target","GPCR rhodopsin"
68186,"D0V5SQ","T31204","5HT2B_HUMAN","5-HT 2B receptor (HTR2B)","HTR2B","Successful target","GPCR rhodopsin"
1243,"D0LR8X","T22118","DRD1_HUMAN","Dopamine D1 receptor (D1R)","DRD1","Successful target","GPCR rhodopsin"
1243,"D0LR8X","T46828","DRD5_HUMAN","Dopamine D5 receptor (D5R)","DRD5","Successful target","GPCR rhodopsin"
122334,"D0X1QW","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
115107,"D00CDM","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
115107,"D00CDM","T02551","DRD3_HUMAN","Dopamine D3 receptor (D3R)","DRD3","Successful target","GPCR rhodopsin"
73484,"D03CEZ","T78709","5HT1A_HUMAN","5-HT 1A receptor (HTR1A)","HTR1A","Successful target","GPCR rhodopsin"
73484,"D03CEZ","T11072","5HT1D_HUMAN","5-HT 1D receptor (HTR1D)","HTR1D","Successful target","GPCR rhodopsin"
443884,"D0C1IW","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
28864,"D0X7KB","T67162","DRD2_HUMAN","Dopamine D2 receptor (D2R)","DRD2","Successful target","GPCR rhodopsin"
5310988,"D0OH7D","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
107847,"D0EM9A","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
107847,"D0EM9A","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
5284596,"D0X3FX","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
122015,"D0B7HJ","T29303",NA,"Sodium channel unspecific (NaC)",NA,NA,NA
16131448,"D0W4YO","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
16131448,"D0W4YO","T52921","OPRX_HUMAN","Nociceptin receptor (OPRL1)","OPRL1","Clinical trial target","GPCR rhodopsin"
15897,"D0N6AY","T31204","5HT2B_HUMAN","5-HT 2B receptor (HTR2B)","HTR2B","Successful target","GPCR rhodopsin"
119303,"D0R0OZ","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
10033203,"D07GQE","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
10033203,"D07GQE","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
5485199,"D0NE3U","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
5485199,"D0NE3U","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
7333,"D02WJT","T46360","SGMR1_HUMAN","Opioid receptor sigma 1 (OPRS1)","SIGMAR1","Successful target","GPCR rhodopsin"
7333,"D02WJT","T62276","NMDZ1_HUMAN","Glutamate receptor ionotropic NMDA 1 (NMDAR1)","GRIN1","Successful target","Glutamate-gated ion channel"
7333,"D02WJT","T22285","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","GRIN2A","Successful target","Glutamate-gated ion channel"
7333,"D02WJT","T76414","NMDE2_HUMAN","Glutamate receptor ionotropic NMDA 2B (NMDAR2B)","GRIN2B","Successful target","Glutamate-gated ion channel"
7333,"D02WJT","T45674","SGMR2_HUMAN","Sigma intracellular receptor 2 (TMEM97)","TMEM97","Clinical trial target","TMEM97/sigma-2 receptor"
5748293,"D0S3TZ","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
25075996,"D0U7PT","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
25075991,"D0H0OO","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
25075991,"D0H0OO","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
25075991,"D0H0OO","T60693","OPRK_HUMAN","Opioid receptor kappa (OPRK1)","OPRK1","Successful target","GPCR rhodopsin"
5311018,"D0WT7H","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
5311080,"D0R5TA","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
5311080,"D0R5TA","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
5311080,"D0R5TA","T60693","OPRK_HUMAN","Opioid receptor kappa (OPRK1)","OPRK1","Successful target","GPCR rhodopsin"
6917707,"D06YMS","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
6917707,"D06YMS","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
188914,"D09CGH","T46360","SGMR1_HUMAN","Opioid receptor sigma 1 (OPRS1)","SIGMAR1","Successful target","GPCR rhodopsin"
5311081,"D00TNR","T47094","NK1R_HUMAN","Substance-P receptor (TACR1)","TACR1","Successful target","GPCR rhodopsin"
5311081,"D00TNR","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
5311081,"D00TNR","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
5311081,"D00TNR","T60693","OPRK_HUMAN","Opioid receptor kappa (OPRK1)","OPRK1","Successful target","GPCR rhodopsin"
443363,"D0V5WL","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
443363,"D0V5WL","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
461776,"D06EES","T47768","OPRM_HUMAN","Opioid receptor mu (MOP)","OPRM1","Successful target","GPCR rhodopsin"
461776,"D06EES","T58992","OPRD_HUMAN","Opioid receptor delta (OPRD1)","OPRD1","Successful target","GPCR rhodopsin"
4456,"D08USJ","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
441071,"D0H0BD","T50269","GLRA1_HUMAN","Strychnine-binding glycine receptor (GLRA1)","GLRA1","Successful target","Neurotransmitter receptor"
441071,"D0H0BD","T55285","GLRA1_HUMAN; GLRA2_HUMAN; GLRA3_HUMAN; GLRA4_HUMAN; GLRB_HUMAN","Glycine receptor (GlyR)","GLRA1; GLRA2; GLRA3; GLRA4; GLRB","Successful target","Neurotransmitter receptor"
6436265,"D06ACX","T46185","ACM2_HUMAN","Muscarinic acetylcholine receptor M2 (CHRM2)","CHRM2","Successful target","GPCR rhodopsin"
6436265,"D06ACX","T28893","ACM1_HUMAN","Muscarinic acetylcholine receptor M1 (CHRM1)","CHRM1","Successful target","GPCR rhodopsin"
6000,"D05HSC","T55815","ACHA2_HUMAN","Neuronal acetylcholine receptor alpha-2 (CHRNA2)","CHRNA2","Successful target","Neurotransmitter receptor"
107867,"D0A2OW","T46185","ACM2_HUMAN","Muscarinic acetylcholine receptor M2 (CHRM2)","CHRM2","Successful target","GPCR rhodopsin"
192706,"D07CIN","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
192706,"D07CIN","T99799","CHLE_HUMAN","Cholinesterase (BCHE)","BCHE","Successful target","Type-B carboxylesterase/lipase"
160883,"D05EMG","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
21847,"D05EML","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
21847,"D05EML","T46185","ACM2_HUMAN","Muscarinic acetylcholine receptor M2 (CHRM2)","CHRM2","Successful target","GPCR rhodopsin"
21847,"D05EML","T20709","ACM4_HUMAN","Muscarinic acetylcholine receptor M4 (CHRM4)","CHRM4","Successful target","GPCR rhodopsin"
21847,"D05EML","T28893","ACM1_HUMAN","Muscarinic acetylcholine receptor M1 (CHRM1)","CHRM1","Successful target","GPCR rhodopsin"
21847,"D05EML","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
1979,"D0R7WU","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
1979,"D0R7WU","T46185","ACM2_HUMAN","Muscarinic acetylcholine receptor M2 (CHRM2)","CHRM2","Successful target","GPCR rhodopsin"
1979,"D0R7WU","T20709","ACM4_HUMAN","Muscarinic acetylcholine receptor M4 (CHRM4)","CHRM4","Successful target","GPCR rhodopsin"
1979,"D0R7WU","T28893","ACM1_HUMAN","Muscarinic acetylcholine receptor M1 (CHRM1)","CHRM1","Successful target","GPCR rhodopsin"
1979,"D0R7WU","T79961","ACM5_HUMAN","Muscarinic acetylcholine receptor M5 (CHRM5)","CHRM5","Successful target","GPCR rhodopsin"
854023,"D0O5EZ","T78111",NA,"Nicotinic acetylcholine receptor (nAChR)",NA,NA,"Ion transport"
2131,"D06IAQ","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
657309,"D0S0AS","T67684","ACM3_HUMAN","Muscarinic acetylcholine receptor M3 (CHRM3)","CHRM3","Successful target","GPCR rhodopsin"
5288811,"D09VJI","T34429","ACHA7_HUMAN","Neuronal acetylcholine receptor alpha-7 (CHRNA7)","CHRNA7","Successful target","Neurotransmitter receptor"
5288811,"D09VJI","T21434","ACH10_HUMAN","Neuronal acetylcholine receptor alpha-10 (CHRNA10)","CHRNA10","Clinical trial target","Neurotransmitter receptor"
5288811,"D09VJI","T13795","ACHA9_HUMAN","Neuronal acetylcholine receptor alpha-9 (CHRNA9)","CHRNA9","Literature-reported target","Neurotransmitter receptor"
9651,"D0R9VR","T30082","ACES_HUMAN","Acetylcholinesterase (AChE)","ACHE","Successful target","Carboxylic ester hydrolase"
441289,"D0AA0L","T78111",NA,"Nicotinic acetylcholine receptor (nAChR)",NA,NA,"Ion transport"
108092,"D0X9PW","T81905",NA,"Histamine receptor (HR)",NA,NA,"GPCR rhodopsin"
122162,"D01ESJ","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
912,"D08ECP","T64765","HRH3_HUMAN","Histamine H3 receptor (H3R)","HRH3",NA,"GPCR rhodopsin"
912,"D08ECP","T26500","HRH4_HUMAN","Histamine H4 receptor (H4R)","HRH4","Clinical trial target","GPCR rhodopsin"
3976006,"D04VGL","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
126688,"D0I5CT","T30985","HRH2_HUMAN","Histamine H2 receptor (H2R)","HRH2","Successful target","GPCR rhodopsin"
50287,"D0E7AZ","T30985","HRH2_HUMAN","Histamine H2 receptor (H2R)","HRH2","Successful target","GPCR rhodopsin"
2247,"D0Y2HR","T77913","HRH1_HUMAN","Histamine H1 receptor (H1R)","HRH1","Successful target","GPCR rhodopsin"
3077,"D0O3NG","T30985","HRH2_HUMAN","Histamine H2 receptor (H2R)","HRH2","Successful target","GPCR rhodopsin"
3692,"D02RAN","T64765","HRH3_HUMAN","Histamine H3 receptor (H3R)","HRH3",NA,"GPCR rhodopsin"
3692,"D02RAN","T26500","HRH4_HUMAN","Histamine H4 receptor (H4R)","HRH4","Clinical trial target","GPCR rhodopsin"
3035842,"D0OM9G","T64765","HRH3_HUMAN","Histamine H3 receptor (H3R)","HRH3",NA,"GPCR rhodopsin"
3467177,"D0XX9Y","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
2790,"D0T8OD","T64765","HRH3_HUMAN","Histamine H3 receptor (H3R)","HRH3",NA,"GPCR rhodopsin"
2790,"D0T8OD","T26500","HRH4_HUMAN","Histamine H4 receptor (H4R)","HRH4","Clinical trial target","GPCR rhodopsin"
4284525,"D01LAU","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
4284525,"D01LAU","T48268","MTR1B_HUMAN","Melatonin receptor type 1B (MTNR1B)","MTNR1B","Successful target","GPCR rhodopsin"
115348,"D0H6YF","T97613","MTR1A_HUMAN","Melatonin receptor type 1A (MTNR1A)","MTNR1A","Successful target","GPCR rhodopsin"
115348,"D0H6YF","T48268","MTR1B_HUMAN","Melatonin receptor type 1B (MTNR1B)","MTNR1B","Successful target","GPCR rhodopsin"
115348,"D0H6YF","T75498","NQO2_HUMAN","Quinone reductase 2 (NQO2)","NQO2","Successful target","Diphenol donor oxidoreductase"
3964633,"D0O8AK","T62820","GRM2_HUMAN","Metabotropic glutamate receptor 2 (mGluR2)","GRM2","Clinical trial target","GPCR glutamate"
3964633,"D0O8AK","T77548","GRM8_HUMAN","Metabotropic glutamate receptor 8 (mGluR8)","GRM8","Literature-reported target","GPCR glutamate"
3964633,"D0O8AK","T61243","GRM7_HUMAN","Metabotropic glutamate receptor 7 (mGluR7)","GRM7","Literature-reported target","GPCR glutamate"
9819927,"D0N9UZ","T62820","GRM2_HUMAN","Metabotropic glutamate receptor 2 (mGluR2)","GRM2","Clinical trial target","GPCR glutamate"
9819927,"D0N9UZ","T02719","GRM3_HUMAN","Metabotropic glutamate receptor 3 (mGluR3)","GRM3","Clinical trial target","GPCR glutamate"
