"cid","tid","TARGETID","keggid","keggname"
4350931,"D07YLK","T46828","hsa04728","Dopaminergic synapse"
93004,"D0W4IL","T57291","hsa03015","mRNA surveillance pathway"
93004,"D0W4IL","T57291","hsa04071","Sphingolipid signaling pathway"
93004,"D0W4IL","T57291","hsa04114","Oocyte meiosis"
93004,"D0W4IL","T57291","hsa04151","PI3K-Akt signaling pathway"
93004,"D0W4IL","T57291","hsa04152","AMPK signaling pathway"
93004,"D0W4IL","T57291","hsa04261","Adrenergic signaling in cardiomyocytes"
93004,"D0W4IL","T57291","hsa04728","Dopaminergic synapse"
5497186,"D08IXN","T58992","hsa04022","cGMP-PKG signaling pathway"
5497186,"D08IXN","T58992","hsa04071","Sphingolipid signaling pathway"
5497186,"D08IXN","T58992","hsa04080","Neuroactive ligand-receptor interaction"
68617,"D0K0TC","T27812","hsa04726","Serotonergic synapse"
3034814,"D0PA6K","T32060","hsa04020","Calcium signaling pathway"
3034814,"D0PA6K","T32060","hsa04080","Neuroactive ligand-receptor interaction"
3034814,"D0PA6K","T32060","hsa04540","Gap junction"
3034814,"D0PA6K","T32060","hsa04726","Serotonergic synapse"
3034814,"D0PA6K","T32060","hsa04750","Inflammatory mediator regulation of TRP channels"
3034814,"D0PA6K","T83813","hsa04020","Calcium signaling pathway"
3034814,"D0PA6K","T83813","hsa04080","Neuroactive ligand-receptor interaction"
3034814,"D0PA6K","T83813","hsa04540","Gap junction"
3034814,"D0PA6K","T83813","hsa04726","Serotonergic synapse"
3034814,"D0PA6K","T83813","hsa04750","Inflammatory mediator regulation of TRP channels"
3034814,"D0PA6K","T31204","hsa04020","Calcium signaling pathway"
3034814,"D0PA6K","T31204","hsa04080","Neuroactive ligand-receptor interaction"
3034814,"D0PA6K","T31204","hsa04540","Gap junction"
3034814,"D0PA6K","T31204","hsa04726","Serotonergic synapse"
3034814,"D0PA6K","T31204","hsa04750","Inflammatory mediator regulation of TRP channels"
3960,"D0Y7WL","T28330","hsa04020","Calcium signaling pathway"
3960,"D0Y7WL","T28330","hsa04080","Neuroactive ligand-receptor interaction"
3960,"D0Y7WL","T28330","hsa04911","Insulin secretion"
3960,"D0Y7WL","T28330","hsa04972","Pancreatic secretion"
132629,"D0K9GG","T47094","hsa04020","Calcium signaling pathway"
132629,"D0K9GG","T47094","hsa04080","Neuroactive ligand-receptor interaction"
132629,"D0K9GG","T47094","hsa05162","Measles"
5359371,"D04QWE","T55815","hsa04080","Neuroactive ligand-receptor interaction"
4500,"D02YOO","T27812","hsa04726","Serotonergic synapse"
4500,"D02YOO","T55959","hsa04728","Dopaminergic synapse"
4500,"D02YOO","T55959","hsa05012","Parkinson's disease"
4500,"D02YOO","T55959","hsa05030","Cocaine addiction"
4500,"D02YOO","T55959","hsa05031","Amphetamine addiction"
4500,"D02YOO","T55959","hsa05034","Alcoholism"
4401,"D01EHP","T92072","hsa04022","cGMP-PKG signaling pathway"
4401,"D01EHP","T92072","hsa04024","cAMP signaling pathway"
4401,"D01EHP","T92072","hsa04071","Sphingolipid signaling pathway"
4401,"D01EHP","T92072","hsa04080","Neuroactive ligand-receptor interaction"
4401,"D01EHP","T92072","hsa05032","Morphine addiction"
2405,"D0K3ZR","T44068","hsa04020","Calcium signaling pathway"
2405,"D0K3ZR","T44068","hsa04022","cGMP-PKG signaling pathway"
2405,"D0K3ZR","T44068","hsa04024","cAMP signaling pathway"
2405,"D0K3ZR","T44068","hsa04080","Neuroactive ligand-receptor interaction"
2405,"D0K3ZR","T44068","hsa04144","Endocytosis"
2405,"D0K3ZR","T44068","hsa04261","Adrenergic signaling in cardiomyocytes"
2405,"D0K3ZR","T44068","hsa04540","Gap junction"
2405,"D0K3ZR","T44068","hsa04970","Salivary secretion"
2405,"D0K3ZR","T44068","hsa05414","Dilated cardiomyopathy"
6603897,"D0Q4DP","T24983","hsa04080","Neuroactive ligand-receptor interaction"
6603897,"D0Q4DP","T24983","hsa04728","Dopaminergic synapse"
3932,"D08YHS","T54132","hsa04725","Cholinergic synapse"
133633,"D0M3PV","T67162","hsa04015","Rap1 signaling pathway"
133633,"D0M3PV","T67162","hsa04024","cAMP signaling pathway"
133633,"D0M3PV","T67162","hsa04080","Neuroactive ligand-receptor interaction"
133633,"D0M3PV","T67162","hsa04540","Gap junction"
133633,"D0M3PV","T67162","hsa04728","Dopaminergic synapse"
133633,"D0M3PV","T67162","hsa05012","Parkinson's disease"
133633,"D0M3PV","T67162","hsa05030","Cocaine addiction"
133633,"D0M3PV","T67162","hsa05034","Alcoholism"
133633,"D0M3PV","T24983","hsa04080","Neuroactive ligand-receptor interaction"
133633,"D0M3PV","T24983","hsa04728","Dopaminergic synapse"
133633,"D0M3PV","T02551","hsa04080","Neuroactive ligand-receptor interaction"
133633,"D0M3PV","T02551","hsa04728","Dopaminergic synapse"
132846,"D02TKI","T47094","hsa04020","Calcium signaling pathway"
132846,"D02TKI","T47094","hsa04080","Neuroactive ligand-receptor interaction"
132846,"D02TKI","T47094","hsa05162","Measles"
4168,"D08VYV","T67162","hsa04015","Rap1 signaling pathway"
4168,"D08VYV","T67162","hsa04024","cAMP signaling pathway"
4168,"D08VYV","T67162","hsa04080","Neuroactive ligand-receptor interaction"
4168,"D08VYV","T67162","hsa04540","Gap junction"
4168,"D08VYV","T67162","hsa04728","Dopaminergic synapse"
4168,"D08VYV","T67162","hsa05012","Parkinson's disease"
4168,"D08VYV","T67162","hsa05030","Cocaine addiction"
4168,"D08VYV","T67162","hsa05034","Alcoholism"
156391,"D0DJ1B","T60529","hsa00590","Arachidonic acid metabolism"
156391,"D0DJ1B","T60529","hsa01100","Metabolic pathways"
156391,"D0DJ1B","T60529","hsa04611","Platelet activation"
156391,"D0DJ1B","T60529","hsa04726","Serotonergic synapse"
156391,"D0DJ1B","T66665","hsa00590","Arachidonic acid metabolism"
156391,"D0DJ1B","T66665","hsa01100","Metabolic pathways"
156391,"D0DJ1B","T66665","hsa04064","NF-kappa B signaling pathway"
156391,"D0DJ1B","T66665","hsa04370","VEGF signaling pathway"
156391,"D0DJ1B","T66665","hsa04668","TNF signaling pathway"
156391,"D0DJ1B","T66665","hsa04723","Retrograde endocannabinoid signaling"
156391,"D0DJ1B","T66665","hsa04726","Serotonergic synapse"
156391,"D0DJ1B","T66665","hsa04913","Ovarian steroidogenesis"
156391,"D0DJ1B","T66665","hsa04921","Oxytocin signaling pathway"
156391,"D0DJ1B","T66665","hsa04923","Regulation of lipolysis in adipocytes"
156391,"D0DJ1B","T66665","hsa05140","Leishmaniasis"
156391,"D0DJ1B","T66665","hsa05200","Pathways in cancer"
156391,"D0DJ1B","T66665","hsa05204","Chemical carcinogenesis"
156391,"D0DJ1B","T66665","hsa05206","MicroRNAs in cancer"
156391,"D0DJ1B","T66665","hsa05222","Small cell lung cancer"
9601084,"D05ZYZ","T47768","hsa04080","Neuroactive ligand-receptor interaction"
9601084,"D05ZYZ","T47768","hsa04915","Estrogen signaling pathway"
9601084,"D05ZYZ","T47768","hsa05032","Morphine addiction"
9601084,"D05ZYZ","T60693","hsa04080","Neuroactive ligand-receptor interaction"
9576413,"D0G1IF","T47768","hsa04080","Neuroactive ligand-receptor interaction"
9576413,"D0G1IF","T47768","hsa04915","Estrogen signaling pathway"
9576413,"D0G1IF","T47768","hsa05032","Morphine addiction"
3272524,"D02VKC","T73495","hsa04080","Neuroactive ligand-receptor interaction"
3272524,"D02VKC","T73495","hsa04724","Glutamatergic synapse"
3272524,"D02VKC","T62276","hsa04014","Ras signaling pathway"
3272524,"D02VKC","T62276","hsa04015","Rap1 signaling pathway"
3272524,"D02VKC","T62276","hsa04020","Calcium signaling pathway"
3272524,"D02VKC","T62276","hsa04024","cAMP signaling pathway"
3272524,"D02VKC","T62276","hsa04080","Neuroactive ligand-receptor interaction"
3272524,"D02VKC","T62276","hsa04713","Circadian entrainment"
3272524,"D02VKC","T62276","hsa04720","Long-term potentiation"
3272524,"D02VKC","T62276","hsa04724","Glutamatergic synapse"
3272524,"D02VKC","T62276","hsa05010","Alzheimer's disease"
3272524,"D02VKC","T62276","hsa05014","Amyotrophic lateral sclerosis (ALS)"
3272524,"D02VKC","T62276","hsa05016","Huntington's disease"
3272524,"D02VKC","T62276","hsa05030","Cocaine addiction"
3272524,"D02VKC","T62276","hsa05031","Amphetamine addiction"
3272524,"D02VKC","T62276","hsa05033","Nicotine addiction"
3272524,"D02VKC","T62276","hsa05034","Alcoholism"
3272524,"D02VKC","T22285","hsa04014","Ras signaling pathway"
3272524,"D02VKC","T22285","hsa04015","Rap1 signaling pathway"
3272524,"D02VKC","T22285","hsa04020","Calcium signaling pathway"
3272524,"D02VKC","T22285","hsa04024","cAMP signaling pathway"
3272524,"D02VKC","T22285","hsa04080","Neuroactive ligand-receptor interaction"
3272524,"D02VKC","T22285","hsa04713","Circadian entrainment"
3272524,"D02VKC","T22285","hsa04720","Long-term potentiation"
3272524,"D02VKC","T22285","hsa04724","Glutamatergic synapse"
3272524,"D02VKC","T22285","hsa04728","Dopaminergic synapse"
3272524,"D02VKC","T22285","hsa05010","Alzheimer's disease"
3272524,"D02VKC","T22285","hsa05014","Amyotrophic lateral sclerosis (ALS)"
3272524,"D02VKC","T22285","hsa05030","Cocaine addiction"
3272524,"D02VKC","T22285","hsa05031","Amphetamine addiction"
3272524,"D02VKC","T22285","hsa05033","Nicotine addiction"
3272524,"D02VKC","T22285","hsa05034","Alcoholism"
3272524,"D02VKC","T22285","hsa05322","Systemic lupus erythematosus"
3272524,"D02VKC","T76414","hsa04014","Ras signaling pathway"
3272524,"D02VKC","T76414","hsa04015","Rap1 signaling pathway"
3272524,"D02VKC","T76414","hsa04024","cAMP signaling pathway"
3272524,"D02VKC","T76414","hsa04080","Neuroactive ligand-receptor interaction"
3272524,"D02VKC","T76414","hsa04713","Circadian entrainment"
3272524,"D02VKC","T76414","hsa04720","Long-term potentiation"
3272524,"D02VKC","T76414","hsa04724","Glutamatergic synapse"
3272524,"D02VKC","T76414","hsa04728","Dopaminergic synapse"
3272524,"D02VKC","T76414","hsa05010","Alzheimer's disease"
3272524,"D02VKC","T76414","hsa05014","Amyotrophic lateral sclerosis (ALS)"
3272524,"D02VKC","T76414","hsa05016","Huntington's disease"
3272524,"D02VKC","T76414","hsa05030","Cocaine addiction"
3272524,"D02VKC","T76414","hsa05031","Amphetamine addiction"
3272524,"D02VKC","T76414","hsa05033","Nicotine addiction"
3272524,"D02VKC","T76414","hsa05034","Alcoholism"
3272524,"D02VKC","T76414","hsa05322","Systemic lupus erythematosus"
3272524,"D02VKC","T33584","hsa04024","cAMP signaling pathway"
3272524,"D02VKC","T33584","hsa04080","Neuroactive ligand-receptor interaction"
3272524,"D02VKC","T33584","hsa04713","Circadian entrainment"
3272524,"D02VKC","T33584","hsa04720","Long-term potentiation"
3272524,"D02VKC","T33584","hsa04723","Retrograde endocannabinoid signaling"
3272524,"D02VKC","T33584","hsa04724","Glutamatergic synapse"
3272524,"D02VKC","T33584","hsa04728","Dopaminergic synapse"
3272524,"D02VKC","T33584","hsa04730","Long-term depression"
3272524,"D02VKC","T33584","hsa05014","Amyotrophic lateral sclerosis (ALS)"
3272524,"D02VKC","T33584","hsa05031","Amphetamine addiction"
3272524,"D02VKC","T33584","hsa05033","Nicotine addiction"
5283454,"D07MBC","T86591","hsa03320","PPAR signaling pathway"
5283454,"D07MBC","T86591","hsa04024","cAMP signaling pathway"
5283454,"D07MBC","T86591","hsa04920","Adipocytokine signaling pathway"
5283454,"D07MBC","T86591","hsa04922","Glucagon signaling pathway"
5283454,"D07MBC","T86591","hsa04932","Non-alcoholic fatty liver disease (NAFLD)"
5283454,"D07MBC","T86591","hsa05160","Hepatitis C"
5283454,"D07MBC","T76685","hsa04015","Rap1 signaling pathway"
5283454,"D07MBC","T76685","hsa04080","Neuroactive ligand-receptor interaction"
5283454,"D07MBC","T76685","hsa04723","Retrograde endocannabinoid signaling"
5283454,"D07MBC","T93788","hsa04024","cAMP signaling pathway"
5283454,"D07MBC","T93788","hsa04911","Insulin secretion"
4810,"D0E9PK","T11448","hsa04022","cGMP-PKG signaling pathway"
4810,"D0E9PK","T11448","hsa04080","Neuroactive ligand-receptor interaction"
4810,"D0E9PK","T41580","hsa04022","cGMP-PKG signaling pathway"
4810,"D0E9PK","T41580","hsa04080","Neuroactive ligand-receptor interaction"
4810,"D0E9PK","T01777","hsa04022","cGMP-PKG signaling pathway"
4810,"D0E9PK","T01777","hsa04080","Neuroactive ligand-receptor interaction"
448949,"D06OAH","T87675","hsa04114","Oocyte meiosis"
448949,"D06OAH","T97592","hsa04114","Oocyte meiosis"
3661570,"D0ZL2A","T92072","hsa04022","cGMP-PKG signaling pathway"
3661570,"D0ZL2A","T92072","hsa04024","cAMP signaling pathway"
3661570,"D0ZL2A","T92072","hsa04071","Sphingolipid signaling pathway"
3661570,"D0ZL2A","T92072","hsa04080","Neuroactive ligand-receptor interaction"
3661570,"D0ZL2A","T92072","hsa05032","Morphine addiction"
3661570,"D0ZL2A","T86679","hsa04015","Rap1 signaling pathway"
3661570,"D0ZL2A","T86679","hsa04020","Calcium signaling pathway"
3661570,"D0ZL2A","T86679","hsa04080","Neuroactive ligand-receptor interaction"
3661570,"D0ZL2A","T86679","hsa04270","Vascular smooth muscle contraction"
3661570,"D0ZL2A","T86679","hsa05034","Alcoholism"
4592,"D00BPA","T49898","hsa04110","Cell cycle"
4592,"D00BPA","T49898","hsa04114","Oocyte meiosis"
4592,"D00BPA","T49898","hsa04115","p53 signaling pathway"
4592,"D00BPA","T49898","hsa04540","Gap junction"
4592,"D00BPA","T49898","hsa04914","Progesterone-mediated oocyte maturation"
4592,"D00BPA","T49898","hsa05168","Herpes simplex infection"
4592,"D00BPA","T49898","hsa05169","Epstein-Barr virus infection"
4592,"D00BPA","T49898","hsa05203","Viral carcinogenesis"
4592,"D00BPA","T70176","hsa04068","FoxO signaling pathway"
4592,"D00BPA","T70176","hsa04110","Cell cycle"
4592,"D00BPA","T70176","hsa04114","Oocyte meiosis"
4592,"D00BPA","T70176","hsa04115","p53 signaling pathway"
4592,"D00BPA","T70176","hsa04151","PI3K-Akt signaling pathway"
4592,"D00BPA","T70176","hsa04914","Progesterone-mediated oocyte maturation"
4592,"D00BPA","T70176","hsa05161","Hepatitis B"
4592,"D00BPA","T70176","hsa05162","Measles"
4592,"D00BPA","T70176","hsa05168","Herpes simplex infection"
4592,"D00BPA","T70176","hsa05169","Epstein-Barr virus infection"
4592,"D00BPA","T70176","hsa05200","Pathways in cancer"
4592,"D00BPA","T70176","hsa05203","Viral carcinogenesis"
4592,"D00BPA","T70176","hsa05215","Prostate cancer"
4592,"D00BPA","T70176","hsa05222","Small cell lung cancer"
4592,"D00BPA","T20973","hsa04360","Axon guidance"
4592,"D00BPA","T20973","hsa05010","Alzheimer's disease"
4592,"D00BPA","T20973","hsa05030","Cocaine addiction"
445639,"D0A4EA","T73712","hsa03320","PPAR signaling pathway"
445639,"D0A4EA","T73712","hsa04975","Fat digestion and absorption"
445639,"D0A4EA","T07217","hsa03320","PPAR signaling pathway"
91505,"D0R1DH","T09130","hsa04020","Calcium signaling pathway"
91505,"D0R1DH","T09130","hsa04024","cAMP signaling pathway"
91505,"D0R1DH","T09130","hsa04080","Neuroactive ligand-receptor interaction"
91505,"D0R1DH","T09130","hsa04151","PI3K-Akt signaling pathway"
91505,"D0R1DH","T09130","hsa04725","Cholinergic synapse"
91505,"D0R1DH","T09130","hsa04810","Regulation of actin cytoskeleton"
439501,"D0AR3J","T40800","hsa04022","cGMP-PKG signaling pathway"
439501,"D0AR3J","T40800","hsa04024","cAMP signaling pathway"
439501,"D0AR3J","T40800","hsa04260","Cardiac muscle contraction"
439501,"D0AR3J","T40800","hsa04261","Adrenergic signaling in cardiomyocytes"
439501,"D0AR3J","T40800","hsa04911","Insulin secretion"
439501,"D0AR3J","T40800","hsa04918","Thyroid hormone synthesis"
439501,"D0AR3J","T40800","hsa04919","Thyroid hormone signaling pathway"
439501,"D0AR3J","T40800","hsa04960","Aldosterone-regulated sodium reabsorption"
439501,"D0AR3J","T40800","hsa04961","Endocrine and other factor-regulated calcium reabsorption"
439501,"D0AR3J","T40800","hsa04964","Proximal tubule bicarbonate reclamation"
439501,"D0AR3J","T40800","hsa04970","Salivary secretion"
439501,"D0AR3J","T40800","hsa04971","Gastric acid secretion"
439501,"D0AR3J","T40800","hsa04972","Pancreatic secretion"
439501,"D0AR3J","T40800","hsa04973","Carbohydrate digestion and absorption"
439501,"D0AR3J","T40800","hsa04974","Protein digestion and absorption"
439501,"D0AR3J","T40800","hsa04976","Bile secretion"
439501,"D0AR3J","T40800","hsa04978","Mineral absorption"
4184,"D0R6RO","T75984","hsa04020","Calcium signaling pathway"
4184,"D0R6RO","T75984","hsa04080","Neuroactive ligand-receptor interaction"
4184,"D0R6RO","T75984","hsa04540","Gap junction"
4184,"D0R6RO","T75984","hsa04726","Serotonergic synapse"
4184,"D0R6RO","T75984","hsa04750","Inflammatory mediator regulation of TRP channels"
64715,"D0J9GD","T53585","hsa00900","Terpenoid backbone biosynthesis"
64715,"D0J9GD","T53585","hsa01100","Metabolic pathways"
64715,"D0J9GD","T53585","hsa01130","Biosynthesis of antibiotics"
64715,"D0J9GD","T53585","hsa04152","AMPK signaling pathway"
64715,"D0J9GD","T53585","hsa04976","Bile secretion"
3651377,"D0K2ER","T00140","hsa00590","Arachidonic acid metabolism"
3651377,"D0K2ER","T00140","hsa01100","Metabolic pathways"
3651377,"D0K2ER","T00140","hsa04726","Serotonergic synapse"
3651377,"D0K2ER","T00140","hsa04913","Ovarian steroidogenesis"
3651377,"D0K2ER","T00140","hsa05145","Toxoplasmosis"
8226,"D05AHE","T22118","hsa04020","Calcium signaling pathway"
8226,"D05AHE","T22118","hsa04024","cAMP signaling pathway"
8226,"D05AHE","T22118","hsa04080","Neuroactive ligand-receptor interaction"
8226,"D05AHE","T22118","hsa04540","Gap junction"
8226,"D05AHE","T22118","hsa04728","Dopaminergic synapse"
8226,"D05AHE","T22118","hsa05012","Parkinson's disease"
8226,"D05AHE","T22118","hsa05030","Cocaine addiction"
8226,"D05AHE","T22118","hsa05031","Amphetamine addiction"
8226,"D05AHE","T22118","hsa05032","Morphine addiction"
8226,"D05AHE","T22118","hsa05034","Alcoholism"
4630,"D0L1XR","T93344","sce00100","Steroid biosynthesis"
4630,"D0L1XR","T93344","sce00909","Sesquiterpenoid and triterpenoid biosynthesis"
4630,"D0L1XR","T93344","sce01100","Metabolic pathways"
4630,"D0L1XR","T93344","sce01110","Biosynthesis of secondary metabolites"
4630,"D0L1XR","T93344","sce01130","Biosynthesis of antibiotics"
4630,"D0L1XR","T46185","hsa04020","Calcium signaling pathway"
4630,"D0L1XR","T46185","hsa04024","cAMP signaling pathway"
4630,"D0L1XR","T46185","hsa04080","Neuroactive ligand-receptor interaction"
4630,"D0L1XR","T46185","hsa04151","PI3K-Akt signaling pathway"
4630,"D0L1XR","T46185","hsa04725","Cholinergic synapse"
4630,"D0L1XR","T46185","hsa04810","Regulation of actin cytoskeleton"
4615,"D0AJ5L","T77913","hsa04020","Calcium signaling pathway"
4615,"D0AJ5L","T77913","hsa04080","Neuroactive ligand-receptor interaction"
4615,"D0AJ5L","T77913","hsa04750","Inflammatory mediator regulation of TRP channels"
22880,"D06GKL","T62276","hsa04014","Ras signaling pathway"
22880,"D06GKL","T62276","hsa04015","Rap1 signaling pathway"
22880,"D06GKL","T62276","hsa04020","Calcium signaling pathway"
22880,"D06GKL","T62276","hsa04024","cAMP signaling pathway"
22880,"D06GKL","T62276","hsa04080","Neuroactive ligand-receptor interaction"
22880,"D06GKL","T62276","hsa04713","Circadian entrainment"
22880,"D06GKL","T62276","hsa04720","Long-term potentiation"
22880,"D06GKL","T62276","hsa04724","Glutamatergic synapse"
22880,"D06GKL","T62276","hsa05010","Alzheimer's disease"
22880,"D06GKL","T62276","hsa05014","Amyotrophic lateral sclerosis (ALS)"
22880,"D06GKL","T62276","hsa05016","Huntington's disease"
22880,"D06GKL","T62276","hsa05030","Cocaine addiction"
22880,"D06GKL","T62276","hsa05031","Amphetamine addiction"
22880,"D06GKL","T62276","hsa05033","Nicotine addiction"
22880,"D06GKL","T62276","hsa05034","Alcoholism"
22880,"D06GKL","T22285","hsa04014","Ras signaling pathway"
22880,"D06GKL","T22285","hsa04015","Rap1 signaling pathway"
22880,"D06GKL","T22285","hsa04020","Calcium signaling pathway"
22880,"D06GKL","T22285","hsa04024","cAMP signaling pathway"
22880,"D06GKL","T22285","hsa04080","Neuroactive ligand-receptor interaction"
22880,"D06GKL","T22285","hsa04713","Circadian entrainment"
22880,"D06GKL","T22285","hsa04720","Long-term potentiation"
